Date,Open,High,Low,Close,Adj Close,Volume
2021-01-18,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-01-19,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-01-20,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-01-21,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-01-22,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-01-25,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-01-26,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-01-27,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-01-28,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-01-29,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-02-01,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-02-02,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-02-03,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-02-04,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-02-05,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-02-08,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-02-09,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-02-10,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-02-11,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-02-15,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-02-16,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-02-17,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-02-18,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-02-19,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-02-22,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-02-23,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-02-24,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-02-25,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-03-01,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-03-02,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-03-03,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-03-04,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-03-05,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-03-08,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-03-09,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-03-10,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-03-11,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-03-12,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-03-15,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-03-16,10.244440,10.244440,10.244440,10.244440,9.548651,0
2021-03-17,10.783610,10.900000,10.700000,10.783610,10.051203,53700
2021-03-18,10.808930,10.900000,10.800000,10.808930,10.074802,16800
2021-03-19,10.999350,11.000000,10.900000,10.999350,10.252288,30900
2021-03-22,10.999350,10.999350,10.999350,10.999350,10.252288,0
2021-03-23,10.784600,10.800000,10.700000,10.784600,10.052125,40900
2021-03-24,10.732290,10.800000,10.700000,10.732290,10.003367,57300
2021-03-25,10.700280,10.800000,10.700000,10.700280,9.973532,35700
2021-03-26,11.195220,11.600000,10.900000,11.195220,10.434856,75300
2021-03-29,11.195220,11.195220,11.195220,11.195220,10.434856,0
2021-03-30,11.341910,11.500000,11.300000,11.341910,10.571583,162000
2021-03-31,11.400000,11.400000,11.400000,11.400000,10.625727,18200
2021-04-01,11.400000,11.400000,11.400000,11.400000,10.625727,14500
2021-04-02,11.400000,11.400000,11.400000,11.400000,10.625727,40700
2021-04-05,11.400000,11.400000,11.400000,11.400000,10.625727,0
2021-04-07,11.400000,11.400000,11.400000,11.400000,11.042233,0
2021-04-08,10.670910,10.800000,10.600000,10.670910,10.336023,329700
2021-04-09,10.600000,10.600000,10.600000,10.600000,10.267340,45200
2021-04-12,10.600000,10.600000,10.600000,10.600000,10.267340,0
2021-04-16,10.600000,10.600000,10.600000,10.600000,10.267340,0
2021-04-19,10.600000,10.600000,10.600000,10.600000,10.267340,0
2021-04-20,10.314780,10.400000,10.100000,10.314780,9.991071,40600
2021-04-21,10.431370,10.700000,10.300000,10.431370,10.104001,49100
2021-04-22,10.600000,10.600000,10.600000,10.600000,10.267340,39000
2021-04-23,10.613280,10.700000,10.500000,10.613280,10.280203,54200
2021-04-26,10.613280,10.613280,10.613280,10.613280,10.280203,0
2021-04-27,10.456210,10.500000,10.400000,10.456210,10.128062,15300
2021-04-28,10.460780,10.500000,10.400000,10.460780,10.132488,5100
2021-04-29,10.457560,10.500000,10.400000,10.457560,10.129369,62200
2021-04-30,10.457560,10.457560,10.457560,10.457560,10.129369,0
2021-05-05,10.457560,10.457560,10.457560,10.457560,10.129369,0
2021-05-06,10.812090,11.000000,10.700000,10.812090,10.472773,175300
2021-05-07,10.776240,10.900000,10.700000,10.776240,10.438048,48400
2021-05-10,10.776240,10.776240,10.776240,10.776240,10.438048,0
2021-05-11,10.859770,10.900000,10.800000,10.859770,10.518956,69600
2021-05-12,10.799230,10.800000,10.700000,10.799230,10.460317,25900
2021-05-13,10.705230,10.800000,10.700000,10.705230,10.369267,17200
2021-05-14,10.536990,10.700000,10.100000,10.536990,10.206306,215200
2021-05-17,10.536990,10.536990,10.536990,10.536990,10.206306,0
2021-05-18,10.422450,10.500000,10.200000,10.422450,10.095362,112700
2021-05-19,10.500000,10.500000,10.500000,10.500000,10.170478,11200
2021-05-20,10.502450,10.600000,10.500000,10.502450,10.172851,65400
2021-05-21,10.500000,10.500000,10.500000,10.500000,10.170478,21200
2021-05-24,10.500000,10.500000,10.500000,10.500000,10.170478,0
2021-05-25,10.714630,10.800000,10.600000,10.714630,10.378372,65600
2021-05-27,10.714630,10.714630,10.714630,10.714630,10.378372,0
2021-05-28,10.700000,10.700000,10.700000,10.700000,10.364201,30400
2021-05-31,10.700000,10.700000,10.700000,10.700000,10.364201,0
2021-06-01,11.000000,11.000000,11.000000,11.000000,10.654786,5800
2021-06-02,11.000000,11.000000,11.000000,11.000000,10.654786,6200
2021-06-04,11.000000,11.000000,11.000000,11.000000,10.654786,0
2021-06-07,11.000000,11.000000,11.000000,11.000000,10.654786,0
2021-06-08,11.641160,12.000000,11.600000,11.641160,11.275825,363000
2021-06-09,11.366670,11.400000,11.300000,11.366670,11.009949,36000
2021-06-10,11.302690,11.400000,11.300000,11.302690,10.947976,22300
2021-06-11,11.249470,11.400000,11.200000,11.249470,10.896426,132800
2021-06-14,11.249470,11.249470,11.249470,11.249470,10.896426,0
2021-06-15,11.213730,11.300000,11.200000,11.213730,10.861808,28400
2021-06-16,11.100000,11.100000,11.100000,11.100000,10.751648,98500
2021-06-17,11.174040,11.200000,11.100000,11.174040,10.823364,44300
2021-06-18,11.023060,11.200000,11.000000,11.023060,10.677122,39900
2021-06-21,11.023060,11.023060,11.023060,11.023060,10.677122,0
